title,year,topic,probability,custom_label
"A comparison of health system responses to COVID-19 in Bulgaria, Croatia and Romania in 2020",2022,3,0.003972308120601608,Topic 3
A comparison of quantitative and qualitative superoxide dismutase assays for application to low temperature microalgae,2007,-1,0.0,Outlier
A Comparison of Temporal Life Satisfaction of Nursing Students in the Republic of Croatia and the Republic of Bulgaria; [USPOREDBA TEMPORALNOG ZADOVOLJSTVA ŽIVOTOM STUDENATA SESTRINSTVA REPUBLIKE HRVATSKE I REPUBLIKE BUGARSKE],2020,-1,0.0,Outlier
"A Comparison of the Efficacy and Safety of Intravenous Followed by Oral Delafloxacin with Vancomycin Plus Aztreonam for the Treatment of Acute Bacterial Skin and Skin Structure Infections: A Phase 3, Multinational, Double-Blind, Randomized Study",2018,6,0.0,Topic 6
A comparison of the pharmacokinetics and safety of enzalutamide in subjects with hepatic impairment and matched healthy subjects,2017,-1,0.0,Outlier
A complex approach to musculoskeletal dysfunction in the spine,2020,8,5.272631167067367e-108,Topic 8
A Complex Combination Therapy for a Complex Disease–Neuroimaging Evidence for the Effect of Music Therapy in Schizophrenia,2022,35,0.0,Topic 35
A complex semi-automatic method for kinetic and two-dimensional kinematic motion analysis for posture and movement investigation,2018,8,3.6829927266330544e-10,Topic 8
A COMPREHENSIVE APPROACH TO THE DIAGNOSIS AND TREATMENT OF CHRONIC CORONARY SYNDROME,2020,2,0.0,Topic 2
"A Comprehensive Evaluation of Sdox, a Promising H2S-Releasing Doxorubicin for the Treatment of Chemoresistant Tumors",2022,-1,0.0,Outlier
"A comprehensive metabolomics and lipidomics atlas for the legumes common bean, chickpea, lentil and lupin",2023,0,0.01592955619150844,Topic 0
A Comprehensive Phytochemical Analysis of Sideritis scardica Infusion Using Orbitrap UHPLC-HRMS,2024,1,1.9121534691929758e-16,Topic 1
A comprehensive review of erectile dysfunction in men with diabetes,2015,-1,0.0,Outlier
A comprehensive review on MAPK: A promising therapeutic target in cancer,2019,-1,0.0,Outlier
A computationally based identification algorithm for estrogen receptor ligands: Part 1. Predicting hERα binding affini ty,2000,42,8.14633263344944e-05,Topic 42
A computationally based identification algorithm for estrogen receptor ligands: Part 2. Evaluation of a hERα binding affinity model,2000,-1,0.0,Outlier
A conceptual framework for linking urban green lands ecosystem services with planning and design tools for amelioration of micro-climate,2016,-1,0.0,Outlier
A Concise Review of Flow Cytometric Methods for Minimal Residual Disease Assessment in Childhood B-Cell Precursor Acute Lymphoblastic Leukemia; [Краткий обзор методов проточной цитофлуорометрии для оценки минимальной резидуальной болезни при остром лимфобластном лейкозе с В-клеточным прекурсором в детском возрасте],2023,31,0.0,Topic 31
A Concise Review of the Role of the NKG2D Receptor and Its Ligands in Cancer,2025,59,0.0001482203716592303,Topic 59
"A concise review on the frequency, major risk factors and surveillance of hepatocellular carcinoma (HCC) in β-thalassemias: Past, present and future perspectives and the ICET - A experience",2020,5,0.0,Topic 5
A Core Metabolome Response of Maize Leaves Subjected to Long-Duration Abiotic Stresses,2021,0,2.144569329762001e-93,Topic 0
A Core Outcome Set for Efficacy of Acute Treatment of Hereditary Angioedema,2024,-1,0.0,Outlier
A critical evaluation of the EU-virtual consultation platform (CPMS) within the European Reference Network on Rare Endocrine Conditions,2022,55,1.5707423932365717e-65,Topic 55
A Critical Review on microRNAs as Prognostic Biomarkers in Laryngeal Carcinoma,2024,49,8.574678736651376e-05,Topic 49
A cross-national survey of people living with hemophilia: Impact on daily living and patient education in central europe,2021,74,9.712942768516774e-08,Topic 74
A CROSS-SECTIONAL SURVEY OF THE EFFECTS OF DIGITAL SCREENS ON THE VISION OF ADOLESCENTS; [Une étude transversale des effets des écrans numériques sur la vision des adolescents],2024,17,0.0,Topic 17
A Cross-Sectional Survey on Medication Management Practices for Noncommunicable Diseases in Europe During the Second Wave of the COVID-19 Pandemic,2021,-1,0.0,Outlier
A Data Fusion Pipeline for Generating and Enriching Adverse Outcome Pathway Descriptions,2018,78,0.0003035654636565098,Topic 78
A DFT/PCM Study on the Affinity of Salinomycin to Bind Monovalent Metal Cations,2022,47,0.0,Topic 47
A distinct adipose tissue gene expression response to caloric restriction predicts 6-mo weight maintenance in obese subjects,2011,29,1.1292636959495323e-07,Topic 29
A distributed theta network of error generation and processing in aging,2024,69,0.0,Topic 69
"A double-blind, randomized, placebo-controlled phase 2 trial evaluating the selective dihydroorotate dehydrogenase inhibitor vidofludimus calcium in relapsing-remitting multiple sclerosis",2022,-1,0.0,Outlier
"A double-blind, randomized, placebo-controlled study assessing the impact of probiotic supplementation on the symptoms of irritable bowel syndrome in females",2024,73,0.0021871991171664175,Topic 73
A dual PCR-based sequencing approach for the identification and discrimination of Echinococcus and Taenia taxa,2016,0,0.019723786742651316,Topic 0
A European questionnaire survey on epilepsy monitoring units' current practice for postoperative psychogenic nonepileptic seizures' detection,2020,-1,0.0,Outlier
A European study on alcohol and drug use among young drivers: The TEND by night study design and methodology,2010,15,0.003912445446260604,Topic 15
A European-Japanese study on peach allergy: IgE to Pru p 7 associates with severity,2023,7,0.0003549805746067455,Topic 7
"A family study of complex chromosome rearrangement involving chromosomes 1, 8, and 11 and its reproductive consequences",2017,9,0.003924519742763483,Topic 9
A feasibility study on the association between residential greenness and neurocognitive function in middle-aged Bulgarians,2019,46,0.0,Topic 46
A fetus with meckel-gruber syndrome associated with isomerism,2014,86,0.0,Topic 86
A filament 3D printing approach for CT-compatible bone tissues replication,2022,-1,0.0,Outlier
A first trial to supplement local hardwood sawdust at the first soaking for the cultivation of Shiitake (Lentinula edodes),2025,-1,0.0,Outlier
A Five-year Comparative Study of Perceived Stress Among Dental Students at Two European Faculties,2019,4,0.0,Topic 4
A five-year disease-free survival after combined hepatectomy and radiofrequency ablation of large hepatocellular carcinoma adjacent to vena cava,2008,22,1.324577293008454e-12,Topic 22
"A five-year perspective on the situation of haemorrhagic fever with renal syndrome and status of the hantavirus reservoirs in Europe, 2005-2010",2011,5,4.246948299689207e-117,Topic 5
A Flexible-Dose Study of Paliperidone ER in Patients with Nonacute Schizophrenia Previously Treated Unsuccessfully with Oral Olanzapine,2016,35,4.0828408042573303e-07,Topic 35
A formal concept analysis approach to consensus clustering of multi-experiment expression data,2014,-1,0.0,Outlier
A four-coordinate cobalt(II) single-ion magnet with coercivity and a very high energy barrier,2016,-1,0.0,Outlier
A Framework for Comparison and Assessment of Synthetic RNA-Seq Data,2022,49,0.0017822404092832597,Topic 49
A framework for grouping and read-across of nanomaterials- supporting innovation and risk assessment,2020,78,0.0,Topic 78
"A framework for reviewing livestock disease reporting systems in high-risk areas: assessing performance and perceptions towards foot and mouth disease reporting in the Thrace region of Greece, Bulgaria and Turkey",2019,5,2.063841827274624e-08,Topic 5
A free web-based protocol to assist structure-based virtual screening experiments,2019,42,0.0,Topic 42
A fungal Cu/Zn-containing superoxide dismutase enhances the therapeutic efficacy of a plant polyphenol extract in experimental influenza virus infection,2010,30,0.004271001502026816,Topic 30
A Fuzzy Shell for Developing an Interpretable BCI Based on the Spatiotemporal Dynamics of the Evoked Oscillations,2021,-1,0.0,Outlier
A Fuzzy-Based Risk Assessment Framework for Autonomous Underwater Vehicle Under-Ice Missions,2019,-1,0.0,Outlier
A galantamine–curcumin hybrid decreases the cytotoxicity of amyloid-beta peptide on SH-SY5Y cells,2021,77,0.0,Topic 77
A galantamine–curcumin hybrid lacks the depressant side effect of acetylcholinesterase inhibitors,2024,77,0.0,Topic 77
A gender breakdown of unexpected benefits generated by work from home in STEM fields − A qualitative analysis of the WiMPBME Task Group survey,2025,-1,0.0,Outlier
A general mathematical algorithm for predicting the course of unfused tetanic contractions of motor units in rat muscle,2016,-1,0.0,Outlier
A generalisability theory approach to quantifying changes in psychopathology among ultra-high-risk individuals for psychosis,2024,35,0.0,Topic 35
"A genetic risk score to personalize prostate cancer screening, applied to population data",2020,44,0.004346621022794354,Topic 44
A genetically validated approach for detecting inorganic polyphosphates in plants,2020,0,9.58884115625703e-19,Topic 0
A genome-wide association study identifies susceptibility loci for nonsyndromic sagittal craniosynostosis near BMP2 and within BBS9,2012,12,0.004047348150012341,Topic 12
A genome-wide association study implicates the BMP7 locus as a risk factor for nonsyndromic metopic craniosynostosis,2020,12,0.0027156170853931587,Topic 12
A genome-wide association study in 574 schizophrenia trios using DNA pooling,2009,52,0.0,Topic 52
A Geometric Morphometric Study on Sexual Dimorphism in Viscerocranium,2022,4,0.0027544159627964403,Topic 4
A Giant Synovial Sarcoma of the Left Lung; [Гигантская синовиальная саркома левого лёгкого],2024,14,0.0033859630410167704,Topic 14
A global action agenda for turning the tide on fatty liver disease,2024,-1,0.0,Outlier
A Global Declaration on Appropriate Use of Antimicrobial Agents across the Surgical Pathway,2017,-1,0.0,Outlier
A global effort to dissect the human genetic basis of resistance to SARS-CoV-2 infection,2022,3,6.4352991538414375e-15,Topic 3
A global metagenomic map of urban microbiomes and antimicrobial resistance,2021,6,0.0028129019741408626,Topic 6
"A global probe into dental student perceptions about philanthropy, global dentistry and international student exchanges",2017,4,0.0,Topic 4
"A Global Survey on Changes in the Supply, Price, and Use of Illicit Drugs and Alcohol, and Related Complications During the 2020 COVID-19 Pandemic",2021,15,0.0036131408444028744,Topic 15
A glucose oxidase immobilized electrode based on modified graphite,2002,21,0.0021612828895032337,Topic 21
"A Gram Scale Synthesis of 3,4-Dihalogen Substituted 1,8-Naphthalimides",2024,-1,0.0,Outlier
A green synthesis of isatoic anhydrides from isatins with urea-hydrogen peroxide complex and ultrasound,2007,-1,0.0,Outlier
"A health-related quality of life and pharmacotherapy costs study for patients with cystic fybrosis, gaucher disease and chronic myeloid leukemia in Bulgaria",2013,-1,0.0,Outlier
"A High-Protein, Low Glycemic Index Diet Suppresses Hunger but Not Weight Regain After Weight Loss: Results From a Large, 3-Years Randomized Trial (PREVIEW)",2021,29,0.0,Topic 29
A Highly Efficient Agrobacterium-Mediated Method for Transient Gene Expression and Functional Studies in Multiple Plant Species,2020,0,0.001645137296803528,Topic 0
"A Highly Water-Soluble and Solid State Emissive 1,8-Naphthalimide as a Fluorescent PET Probe for Determination of pHs, Acid/Base Vapors, and Water Content in Organic Solvents",2022,84,3.407568528703465e-80,Topic 84
A historical review of surgery for peritonitis secondary to acute colonic diverticulitis: From Lockhart-Mummery to evidence-based medicine,2017,22,5.069761494055602e-16,Topic 22
A holistic approach to resurrection plants. Haberlea rhodopensis - A case study,2009,0,0.0009280714288997332,Topic 0
A Hormetic Spatiotemporal Photosystem II Response Mechanism of Salvia to Excess Zinc Exposure,2022,0,1.68696446625713e-34,Topic 0
A hybrid Bacillus thuringiensis delta-endotoxin gives resistance against a coleopteran and a lepidopteran pest in transgenic potato,2003,0,7.19224426206841e-29,Topic 0
A hybrid cloning procedure for construction of plant transformation vectors for ihp rna- mediated gene silencing,2004,0,2.1178747872245506e-23,Topic 0
A hybrid simulation framework for computer simulation and modelling studies of grating-based x-ray phase-contrast images,2018,-1,0.0,Outlier
A hypothetical mechanism capable to reflect the features of the mitochondrial permeability transition pore channel,2024,-1,0.0,Outlier
A jojoba (Simmondsia chinensis) seed cake extracts express hepatoprotective activity against paracetamol-induced toxicity in rats,2022,53,0.0,Topic 53
A Lactobacillus helveticus plasmid detects restriction fragment length polymorphism in different bacterial species,2000,18,2.4190074522444653e-05,Topic 18
"A large multicentre, randomized, double-blind, cross-over study in healthy volunteers to compare pharmacokinetics, pharmacodynamics and safety of a pegfilgrastim biosimilar with its US- and EU-reference biologics",2020,-1,0.0,Outlier
A large-scale analysis of genetic variants within putative miRNA binding sites in prostate cancer,2015,44,7.294596507310323e-06,Topic 44
"A lifestyle pattern characterised by high consumption of sweet and salty snacks, sugar sweetened beverages and sedentary time is associated with blood pressure in families at risk for type 2 diabetes mellitus in Europe. The Feel4Diabetes Study",2023,29,0.0010066434823063572,Topic 29
A link between promoter polymorphisms of the transforming growth factor β1 (TGFB1) and TGF-β1 receptor II (TGFBR2) genes and relapsing-remitting multiple sclerosis,2021,-1,0.0,Outlier
A lipidomic signature complements stemness features acquisition in liver cancer cells,2020,-1,0.0,Outlier
A Liquid-to-Solid Phase Transition of the ALS Protein FUS Accelerated by Disease Mutation,2015,-1,0.0,Outlier
A long-term effect of a humanized anti-interleukin-6 receptor antibody in a patient with takayasu arteritis,2020,-1,0.0,Outlier
A Look at Receptor-Ligand Pairs for Active-Targeting Drug Delivery from Crystallographic and Molecular Dynamics Perspectives,2019,42,0.0,Topic 42
A looking-glass of non-coding RNAs in oral cancer,2017,49,0.0,Topic 49
A low glycemic index diet does not affect postprandial energy metabolism but decreases postprandial insulinemia and increases fullness ratings in healthy women,2011,-1,0.0,Outlier
A Machine Learning Approach for Path Loss Prediction Using Combination of Regression and Classification Models,2024,-1,0.0,Outlier
A magnetoelectric automotive crankshaft position sensor,2020,21,0.0022456889319977208,Topic 21
A Mark-Release-Recapture Study to Estimate Field Performance of Imported Radio-Sterilized Male Aedes albopictus in Albania,2022,5,1.6919150561043991e-12,Topic 5
A Mathematical Model of Maladaptive Inward Eutrophic Remodeling of Muscular Arteries in Hypertension,2023,-1,0.0,Outlier
A mediastinal malignant thyroid paraganglioma: A case report and literature review,2022,-1,0.0,Outlier
